VOLCANO: ASKJA 373060
PSN: N6503 W01647
VOLCANIC ASH CONCENTRATION: HIGH 4000 MICROGRAMS PER CUBIC METRE CONTOUR
HIGH; 4000 MICROGRAMS PER CUBIC METRE CONTOUR
ISSUE TYPE: EXERCISE
MODEL RUN: 20190510/1200
ISSUE TIME: 20190510/1236
VALIDITY TIME: 20190511/0000
FLIGHT LEVEL: FL350/FL550
REMARKS: EXERCISE EXERCISE VA MOV SE AT 20KT EXERCISE EXERCISE
ORIGINATOR: LONDON VAAC
POLY 1
N651917,W0214243
N655756,W0210031
N660005,W0153453
N653234,W0133614
N640239,W0114808
N623954,W0123019
N630433,W0150831
N641953,W0170154
N643331,W0201820
N651917,W0214243
