VOLCANO: ASKJA 373060
PSN: N6503 W01647
VOLCANIC ASH CONCENTRATION: MEDIUM 2000 MICROGRAMS PER CUBIC METRE CONTOUR
MEDIUM; 2000 MICROGRAMS PER CUBIC METRE CONTOUR
ISSUE TYPE: EXERCISE
MODEL RUN: 20190510/1200
ISSUE TIME: 20190510/1236
VALIDITY TIME: 20190511/0000
FLIGHT LEVEL: FL350/FL550
REMARKS: EXERCISE EXERCISE VA MOV SE AT 20KT EXERCISE EXERCISE
ORIGINATOR: LONDON VAAC
POLY 1
N651907,W0215607
N660555,W0212429
N660803,W0153109
N654210,W0133230
N640336,W0113113
N622958,W0122357
N624808,W0135058
N625409,W0150726
N641614,W0171121
N642414,W0202350
N651907,W0215607
