VOLCANO: ASKJA 373060
PSN: N6503 W01647
VOLCANIC ASH CONCENTRATION: LOW 200 MICROGRAMS PER CUBIC METRE CONTOUR
LOW; 200 MICROGRAMS PER CUBIC METRE CONTOUR
ISSUE TYPE: EXERCISE
MODEL RUN: 20190510/1200
ISSUE TIME: 20190510/1236
VALIDITY TIME: 20190511/0600
FLIGHT LEVEL: FL350/FL550
REMARKS: EXERCISE EXERCISE VA MOV SE AT 20KT EXERCISE EXERCISE
ORIGINATOR: LONDON VAAC
POLY 1
N671644,W0162844
N665520,W0152434
N665506,W0123610
N663028,W0112158
N652031,W0093702
N644020,W0090602
N644006,W0083952
N643443,W0082832
N630439,W0072031
N623922,W0064444
N622811,W0064023
N621624,W0064240
N620806,W0065012
N620441,W0070053
N620440,W0105844
N622710,W0120907
N622729,W0131651
N631411,W0143011
N635710,W0163907
N635712,W0210658
N641940,W0221637
N642023,W0225223
N650850,W0240707
N652103,W0241520
N661555,W0241527
N662619,W0240950
N663212,W0235934
N663250,W0232404
N665514,W0221509
N665520,W0200137
N671744,W0185241
N671644,W0162844
