20190115163909	5.5127	60.2463	23	1	0.2
20190117013111	1.683	59.7443	-21	1	0.4
20190117025218	5.1688	57.4499	146	1	0.3
20190117065047	-1.3443	56.4163	-32	1	1.1
20190117065856	0.8925	59.8618	-19	1	1.4
20190117071111	-1.3882	56.202	148	1	1.3
20190117072526	2.5312	62.8566	-231	1	0.7
20190117094330	5.7336	62.6503	-6	1	4.5
20190117094330	6.4133	62.7437	14	1	0.2
20190117100033	10.2477	64.1361	-10	1	0.3
20190117140907	10.2908	53.207	-19	1	2.2
20190117141415	10.2069	53.1576	-39	1	2.5
20190117142938	10.8676	53.3233	-32	1	1.5
20190117143443	10.8259	53.2836	-23	1	2.8
20190117145345	7.198	52.9725	-20	1	2.7
20190117224024	18.5434	53.2316	-27	1	4.2
20190118035636	12.3433	66.0566	-14	1	0.7
20190118041905	13.6444	66.642	-11	1	1.5
20190119042506	4.0402	56.5754	-33	1	1.4
20190119233305	26.8151	59.4615	-9	1	0.5
20190122120811	29.1101	70.7392	-13	1	0.4
20190123181129	27.0321	71.3468	26	1	1.8
20190123223121	3.7627	61.3168	-83	1	0.4
20190124003759	3.1875	61.2091	-14	1	0.9
20190124003759	3.5264	61.3531	-15	1	6.9
20190124004753	3.3707	61.378	-24	2	0.3
20190124004858	3.7596	60.3421	-99	1	0.4
20190124015018	3.0307	61.3412	-49	1	0.4
20190124015018	4.1139	61.1315	-14	1	7.5
20190124103253	3.743	59.536	-75	1	0.2
20190124120940	5.0189	60.9514	-28	6	0.2
20190124120940	5.149	61.0376	-9	1	0.3
20190124180043	4.0583	58.6233	-9	1	1.3
20190126044158	7.7848	60.4956	-3	1	10.2
20190127134240	12.8003	68.4199	-5	1	6.9
20190127134240	13.3823	68.3927	-4	1	5.6
20190127135229	12.8565	68.3928	-7	1	4.9
20190127135229	13.4556	68.359	-7	1	3.5
20190128025759	1.7102	61.0538	-16	1	0.4
20190128162742	13.2896	58.2305	-7	1	10.7
20190129232108	4.3869	58.898	-18	1	0.2
20190129232223	4.39	58.9026	34	2	0.2
20190130030711	3.2925	58.3422	-20	2	0.3
20190130041600	3.8014	60.1537	-9	2	0.3
20190130060201	3.6664	60.6701	148	1	0.4
20190130065107	3.8101	60.1029	-89	1	0.2
20190130071508	6.0406	58.4201	-6	1	0.5
20190130092015	3.8458	60.6075	97	1	1.4
20190130092948	4.5994	60.2964	101	1	9.5
20190130143751	3.2313	62.0631	54	1	0.3
20190130144001	3.2305	62.0807	22	1	0.2
20190130153559	3.3906	59.4203	-12	1	7
20190130153559	3.6601	59.8314	77	1	0.2
20190130153559	3.7124	59.6879	-11	1	0.2
20190130163406	3.8517	59.2431	-32	1	0.2
20190130163558	3.6884	59.3512	-9	2	0.2
20190130165805	3.8186	59.2749	17	1	0.2
20190130183254	3.1833	59.053	5	1	12.5
20190130183254	3.4974	57.8544	113	1	0.3
20190130183439	3.5917	57.743	33	1	0.4
20190131015707	1.8523	58.3533	-10	1	0.3
20190131043337	7.4521	66.6533	-30	1	0.7
20190131070939	0.6269	60.3307	-246	1	0.8
20190131213220	-0.4815	61.5573	-43	1	0.6
20190201034143	4.1339	58.4165	-46	2	0.2
20190201035405	4.1144	58.5004	-204	1	0.4
20190201072910	1.2923	61.802	45	1	0.5
20190201075804	0.1041	62.0839	65	1	0.7
20190201081824	2.0022	57.7384	-269	1	1.3
20190201114914	-0.812	59.9767	12	1	0.3
20190201120317	0.0953	61.8653	-20	1	3.7
20190201120317	0.3193	62.0178	-35	1	3
20190201151429	1.5835	61.9354	-29	1	0.6
20190204060345	2.6277	62.9023	70	2	0.2
20190211212457	10.3271	64.1524	-10	2	0.3
20190212184319	0.5712	61.5092	82	1	0.5
20190212185727	1.1657	61.5343	85	1	0.5
20190212185727	4.3024	60.5207	6	1	5
20190212185808	1.2432	61.5181	62	1	0.4
20190212190018	1.3162	61.5322	25	1	0.5
20190212190817	-0.0498	61.1878	424	1	1.6
20190212191038	1.6772	61.5448	132	2	0.4
20190212191038	3.2258	61.751	13	1	8.4
20190212195527	3.0088	61.5717	77	1	0.6
20190212201656	4.3548	61.8831	73	1	0.4
20190212201656	4.9459	61.9216	48	1	4.6
20190212204724	4.5187	61.2482	16	1	4.7
20190212204724	4.5673	61.6862	105	2	0.2
20190212204724	4.8134	61.6608	16	2	5.4
20190212204724	5.103	62.1612	-3	1	8.9
20190212205022	4.9324	61.7913	55	3	0.8
20190212205022	5.2039	60.8964	-3	1	4.9
20190212205022	5.4097	61.2812	-3	1	8.7
20190212205225	5.1351	61.5862	-8	1	7.5
20190212205606	5.2353	61.931	15	1	0.5
20190212205800	5.1629	61.8742	70	1	0.3
20190212210517	4.9153	61.6782	65	1	0.2
20190212210517	9.1443	60.8257	-15	1	11.2
20190212210621	5.8404	62.1178	-4	2	3.5
20190212210700	4.9478	62.0696	-3	1	9.4
20190212210701	5.2377	61.8616	26	1	0.7
20190212210928	5.7894	62.164	-14	1	0.4
20190212211026	4.8017	61.5106	-11	1	0.9
20190212211026	4.9355	60.8704	-3	2	5.9
20190212211026	5.0252	61.3208	-4	1	8.1
20190212211026	5.0772	60.6825	-2	1	4.5
20190212211026	5.2247	61.3878	-42	1	4.1
20190212211026	5.4399	61.9045	113	1	1
20190212211026	5.8166	61.9168	-3	1	4.8
20190212211026	6.756	61.6277	12	1	2.4
20190212211026	8.6882	58.246	-5	1	13.9
20190212211649	4.2957	61.5136	-7	1	9.9
20190212211649	4.8125	59.6539	-5	1	8.6
20190212211649	4.8149	61.0901	-3	1	13
20190212211649	5.3392	61.1462	-5	1	4.7
20190212211649	5.6673	61.2083	-2	1	6.3
20190212212141	4.638	60.3814	-12	1	2.8
20190212212141	4.7431	61.1812	-4	1	8.5
20190212212141	4.9991	61.4477	-71	1	1.8
20190212212141	5.187	61.1824	-10	1	4.5
20190212212141	5.4249	61.7835	18	2	0.7
20190212212141	5.711	61.2578	-2	1	6.9
20190212212141	6.5545	61.5823	-3	1	3.2
20190212212548	5.1974	61.537	9	1	0.5
20190212212548	5.6729	61.9723	-6	2	13.5
20190212212548	5.7012	60.9183	-3	1	3.7
20190212212548	8.1313	61.1999	8	1	6.3
20190212213332	4.96	61.829	-3	1	10.1
20190212213332	5.1519	61.2101	6	1	5.8
20190212213332	5.2091	61.4623	287	1	0.4
20190212213332	5.4028	61.5186	-2	1	9.6
20190212213332	5.7452	61.2302	-8	1	3.5
20190212213332	6.0712	61.9827	7	1	2.9
20190212215902	5.0541	61.6897	5	1	6.5
20190212215902	5.1454	61.4424	8	1	5.2
20190212215902	5.4247	61.3374	-5	1	5.2
20190212215902	5.6791	61.79	-2	1	6.9
20190212215902	5.7019	61.0719	-5	1	3.3
20190212215902	6.0896	61.5669	34	1	0.2
20190212215902	6.2792	61.714	27	1	0.1
20190212221453	7.2761	61.1439	-5	2	6.4
20190212221720	5.7507	61.3563	11	1	3.2
20190212221720	7.7598	60.4503	-4	1	8.8
20190212221720	7.9797	61.9873	-2	1	5.4
20190212221904	7.3157	61.1374	-4	1	7.1
